year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,deal_rating
2012,VOLKSWAGEN,Jetta,SE PZEV,sedan,,3vwdp7aj1cm130137,pa,31.0,57788.0,blue,black,the hertz corporation,9300.0,9000.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST),Fair Market
2012,TOYOTA,Sienna,LE 8-Passenger,minivan,,5tdkk3dc3cs194128,pa,42.0,43968.0,red,beige,world omni financial corporation,17050.0,18700.0,Fri Jun 12 2015 02:00:00 GMT-0700 (PDT),Fair Market
2014,GMC,Terrain,SLT-2,suv,automatic,2gkaltek8e6130358,tn,44.0,39439.0,red,beige,avis corporation,21000.0,21200.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST),Fair Market
2013,SUZUKI,Sx4,LE Popular Package,sedan,automatic,js2yc5a31d6102450,pr,34.0,13673.0,blue,blue,oriental bank,7900.0,8300.0,Thu Jun 11 2015 05:30:00 GMT-0700 (PDT),Fair Market
2013,NISSAN,Leaf,S,hatchback,automatic,1n4az0cp3dc424799,wa,49.0,4971.0,black,black,nissan-infiniti lt,9000.0,9600.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT),Fair Market
2007,CHEVROLET,Impala,LT,sedan,automatic,2g1wt58k979317532,oh,25.0,96154.0,red,black,wells fargo dealer services,5200.0,5100.0,Tue Jan 20 2015 04:00:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Sentra,SV,sedan,automatic,3n1ab7ap0dl671831,ca,2.0,43831.0,white,black,exeter finance corp,10500.0,6500.0,Tue Jan 27 2015 05:00:00 GMT-0800 (PST),Great Deal
2008,NISSAN,Frontier,LE,crew cab,,1n6ad07w18c418142,sc,31.0,71019.0,beige,beige,andrew thomas motorcars,14550.0,15800.0,Thu Mar 05 2015 02:00:00 GMT-0800 (PST),Fair Market
2011,KIA,Rio,LX,sedan,automatic,knadh4a39b6732229,nj,19.0,97344.0,white,beige,santander consumer,4350.0,3000.0,Wed Dec 31 2014 09:30:00 GMT-0800 (PST),Good Price
2013,NISSAN,Altima,2.5,sedan,automatic,1n4al3ap9dn481891,ca,23.0,48096.0,red,gray,the hertz corporation,11400.0,10400.0,Thu May 28 2015 05:00:00 GMT-0700 (PDT),Good Price
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h90dr223451,tx,24.0,37200.0,—,black,ars/acme auto leasing,14200.0,14000.0,Thu Dec 18 2014 10:30:00 GMT-0800 (PST),Fair Market
2014,FORD,Fusion,Titanium,sedan,automatic,3fa6p0k9xer302023,tn,44.0,33413.0,—,black,avis budget group,19200.0,19000.0,Wed Jan 28 2015 02:00:00 GMT-0800 (PST),Fair Market
2004,CHRYSLER,Pt Cruiser,Limited Edition,wagon,automatic,3c8fy68894t211317,ca,2.0,73426.0,blue,gray,select remarketing group llc/loan max title,2875.0,1550.0,Wed Mar 04 2015 04:30:00 GMT-0800 (PST),Good Price
2013,DODGE,Avenger,SE,sedan,automatic,1c3cdzab5dn730795,wi,19.0,30880.0,black,black,remarketing by ge/suntrust bank,10800.0,7800.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Great Deal
2013,NISSAN,Murano,SL,suv,automatic,jn8az1mw7dw301841,tn,36.0,31384.0,blue,black,basney imports,23000.0,24200.0,Wed Feb 11 2015 02:30:00 GMT-0800 (PST),Fair Market
2004,LEXUS,Ls 430,Base,sedan,automatic,jthbn36f540164226,ca,21.0,190870.0,black,tan,lucky imports,8850.0,6500.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),Great Deal
2013,RAM,2500,Tradesman,crew cab,manual,3c6ur5cl3dg530126,co,35.0,23795.0,orange,gray,td auto finance,33600.0,31500.0,Wed Jun 10 2015 04:45:00 GMT-0700 (PDT),Great Deal
2014,HONDA,Accord,Sport,sedan,automatic,1hgcr2f55ea267218,ca,5.0,13598.0,white,black,i 10 toyota,19000.0,20000.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT),Fair Market
2014,CHRYSLER,300,Base,sedan,automatic,2c3ccaagxeh221022,ga,48.0,160.0,red,beige,fifth third bank,20900.0,21000.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap8cc129356,fl,38.0,40491.0,white,beige,nissan-infiniti lt,11650.0,13000.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Fair Market
2004,TOYOTA,4Runner,Limited,suv,automatic,jtezu17r440036636,ca,28.0,193995.0,gray,silver,aaero sweet company,5700.0,6000.0,Wed Jan 28 2015 03:30:00 GMT-0800 (PST),Fair Market
2013,CHRYSLER,Town And Country,Touring,minivan,automatic,2c4rc1bg8dr629936,mn,43.0,36862.0,gray,black,ford-lincoln dealer program,16950.0,18500.0,Wed Feb 18 2015 02:00:00 GMT-0800 (PST),Fair Market
2009,CHEVROLET,Malibu,LT2,sedan,automatic,1g1zj57b09f216412,mi,48.0,29855.0,blue,tan,automobiles paille inc,9700.0,10000.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap8cn474939,fl,22.0,22796.0,blue,black,nissan-infiniti lt,13200.0,10800.0,Mon Dec 22 2014 09:30:00 GMT-0800 (PST),Great Deal
2013,TOYOTA,Yaris,SE,hatchback,automatic,jtdktud31dd563360,ca,39.0,34752.0,black,black,wells fargo dealer services,11050.0,11700.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST),Fair Market
2012,CADILLAC,Srx,Luxury,suv,,3gyfnde32cs545873,pa,44.0,63247.0,black,beige,gm financial leasing,20100.0,19000.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST),Good Price
2015,CHEVROLET,Camaro,SS,coupe,automatic,2g1fk1ej5f9130620,fl,47.0,7733.0,white,black,summer enterprises of miami inc,32900.0,32800.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2014,FORD,Focus,SE,sedan,automatic,1fadp3f25el314570,il,48.0,13049.0,blue,black,avis budget group,12450.0,13500.0,Tue Feb 24 2015 03:00:00 GMT-0800 (PST),Fair Market
2012,NAN,Nan,,nan,automatic,4a32b2ff3ce020595,fl,42.0,61583.0,white,—,dtg operations inc,8225.0,8400.0,Fri Feb 20 2015 09:50:00 GMT-0800 (PST),Fair Market
2004,TOYOTA,Camry,LE V6,sedan,,4t1bf32k64u075786,fl,21.0,196017.0,gray,tan,arg inc,2650.0,1900.0,Tue Jan 27 2015 10:00:00 GMT-0800 (PST),Good Price
2011,BMW,5 Series,535i,sedan,automatic,wbafr7c52bc807666,ca,27.0,47803.0,gray,—,financial services remarketing (lease),27600.0,26000.0,Tue Jan 06 2015 04:30:00 GMT-0800 (PST),Great Deal
2007,MITSUBISHI,Galant,ES,sedan,automatic,4a3ab36f57e082684,mi,19.0,140418.0,white,gray,advia credit union,3225.0,2300.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST),Good Price
2013,INFINITI,G Sedan,G37x,g sedan,,jn1cv6ar8dm759575,pa,42.0,19247.0,blue,black,nissan infiniti lt,21700.0,22200.0,Thu May 28 2015 02:00:00 GMT-0700 (PDT),Fair Market
2006,CHRYSLER,300,C,sedan,,2c3la63h26h291074,tx,36.0,105265.0,white,beige,texas direct auto,7450.0,5500.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT),Great Deal
2008,FORD,Ranger,XLT,supercab,automatic,1ftzr45e98pa83892,in,33.0,93276.0,black,gray,fiserv,10050.0,10600.0,Thu Feb 19 2015 02:10:00 GMT-0800 (PST),Fair Market
2011,BMW,5 Series,528i,sedan,automatic,wbafr1c54bc260199,ca,31.0,49498.0,black,black,caseys cars inc,23100.0,22000.0,Tue Feb 17 2015 04:30:00 GMT-0800 (PST),Good Price
2012,CHEVROLET,Equinox,LS,suv,automatic,2gnalbek6c1236511,oh,28.0,20385.0,gray,black,fiserv/usb dealer services northstar exchange,15150.0,12000.0,Thu Jun 11 2015 03:30:00 GMT-0700 (PDT),Great Deal
2009,CHEVROLET,Malibu,LS,sedan,automatic,1g1zg57b69f115499,oh,34.0,135309.0,beige,beige,dt credit corporation,4325.0,4500.0,Thu Jun 18 2015 02:00:00 GMT-0700 (PDT),Fair Market
2012,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac7ch442250,fl,28.0,33839.0,silver,gray,hyundai motor finance,11500.0,10300.0,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT),Good Price
2010,HONDA,Cr-V,LX,suv,automatic,5j6re3h37al025156,ga,22.0,135312.0,burgundy,gray,ahfc/honda lease trust/hvt  inc.,9075.0,10900.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Fair Market
2004,TOYOTA,4Runner,Limited,suv,automatic,jtezu17r948020563,fl,24.0,126605.0,gold,beige,empire automotive group inc,7400.0,6800.0,Wed Mar 04 2015 01:40:00 GMT-0800 (PST),Good Price
2012,DODGE,Grand Caravan,American Value Package,minivan,automatic,2c4rdgbg8cr380195,nv,4.0,77867.0,gold,black,airport van rental,9425.0,9500.0,Fri Feb 27 2015 04:00:00 GMT-0800 (PST),Fair Market
2014,FORD,F-150,XLT,supercrew,automatic,1ftew1cm2ekd47060,tn,49.0,8862.0,red,gray,ford-lincoln dealer program,24300.0,25200.0,Wed Feb 11 2015 02:00:00 GMT-0800 (PST),Fair Market
2009,HYUNDAI,Elantra,SE,sedan,automatic,kmhdu46d99u818903,oh,39.0,53286.0,silver,gray,wells fargo dealer services,5675.0,7100.0,Tue Dec 30 2014 12:00:00 GMT-0800 (PST),Fair Market
2011,NISSAN,Rogue,S,suv,,jn8as5mv1bw685602,pa,29.0,37110.0,black,black,nissan-infiniti lt,13000.0,11900.0,Fri Feb 13 2015 01:00:00 GMT-0800 (PST),Good Price
2008,CHEVROLET,Hhr,LS,wagon,automatic,3gnda13d78s523725,fl,,107031.0,silver,gray,coral springs honda,3950.0,3000.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),Good Price
2010,NISSAN,Rogue,SL,suv,automatic,jn8as5mt6aw503244,ca,23.0,87266.0,brown,black,gm financial,9450.0,7100.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT),Great Deal
2012,BMW,5 Series,535i xDrive,sedan,automatic,wbafu7c58cdu60337,oh,44.0,49871.0,black,black,financial services remarketing (lease),31500.0,33000.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST),Fair Market
1997,AUDI,A4,2.8 quattro,sedan,automatic,wauea88d7va168113,nc,32.0,154968.0,blue,tan,performance chev subaru porsche,1125.0,2200.0,Mon Feb 16 2015 01:30:00 GMT-0800 (PST),Fair Market
2004,KIA,Rio,Base,sedan,manual,knadc125246299191,wa,,108778.0,black,gray,lynnwood honda,975.0,400.0,Wed Dec 17 2014 14:15:00 GMT-0800 (PST),Good Price
2011,GMC,Acadia,Denali,suv,automatic,1gkkvtedxbj274878,ne,42.0,54003.0,white,black,r.k. belt & sons inc,26500.0,27500.0,Thu Jun 11 2015 04:00:00 GMT-0700 (PDT),Fair Market
1997,LEXUS,Es 300,Base,sedan,automatic,jt8bf22g9v0059485,oh,1.0,175617.0,silver,gray,tc's used cars llc,1625.0,800.0,Tue Feb 17 2015 05:00:00 GMT-0800 (PST),Good Price
2005,FORD,F-150,FX4,supercab,automatic,1ftpx04525kd30184,nj,19.0,139259.0,red,black,credit acceptance corp/vrs/southfield,7300.0,7900.0,Tue Jun 09 2015 05:45:00 GMT-0700 (PDT),Fair Market
2006,JEEP,Grand Cherokee,Laredo,suv,automatic,1j8gr48k16c283851,il,41.0,77288.0,beige,tan,santander consumer,7975.0,9500.0,Tue Jan 20 2015 02:00:00 GMT-0800 (PST),Fair Market
2007,PONTIAC,Grand Prix,Base,sedan,automatic,2g2wp552271101072,ny,19.0,112111.0,silver,gray,honor finance corporation,3900.0,1400.0,Thu Jan 22 2015 01:15:00 GMT-0800 (PST),Great Deal
2011,MAZDA,Cx-9,Touring,suv,automatic,jm3tb3cv8b0327949,nj,35.0,29380.0,white,gray,jpmorgan chase bank n.a.,18900.0,18800.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Cruze,LS,sedan,automatic,1g1pc5sh1c7333155,nv,28.0,24585.0,silver,gray,remarketing by ge/manheim nevada,9550.0,9800.0,Fri Jan 16 2015 04:00:00 GMT-0800 (PST),Fair Market
2007,CHEVROLET,Trailblazer,LS,suv,automatic,1gndt13s572113640,nj,31.0,130331.0,silver,gray,autolenders liquidation center,4200.0,4300.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),Fair Market
2008,TOYOTA,Highlander,Base,suv,automatic,jtees41a282006215,md,25.0,68803.0,red,gray,kar motors inc,14000.0,11500.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Great Deal
1999,OLDSMOBILE,Silhouette,,nan,automatic,1ghdx03e4xd346599,ca,2.0,113046.0,white,tan,purple heart services inc,1125.0,500.0,Wed Jan 14 2015 05:30:00 GMT-0800 (PST),Good Price
2014,JEEP,Patriot,Sport,suv,,1c4njrbb1ed778779,pa,47.0,20352.0,gray,gray,enterprise veh exchange/rental,15500.0,15500.0,Fri Jan 16 2015 01:00:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Pathfinder,SV,suv,automatic,5n1ar2mm3dc646409,az,36.0,58622.0,beige,black,the hertz corporation,18400.0,18300.0,Tue Dec 23 2014 11:00:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Sonata,GLS,sedan,,5npeb4ac6ch484134,tn,1.0,57788.0,burgundy,—,hertz/tra,10300.0,6600.0,Tue Dec 23 2014 10:00:00 GMT-0800 (PST),Great Deal
2013,LAND ROVER,Range Rover Evoque,Pure Premium,suv,automatic,salvr2bg7dh729985,fl,47.0,14446.0,white,beige,tdaf remarketing,37500.0,37600.0,Tue Feb 03 2015 01:00:00 GMT-0800 (PST),Fair Market
2012,VOLKSWAGEN,Passat,S,sedan,automatic,1vwah7a3xcc096525,tx,32.0,52090.0,blue,black,fiserv/crescent bank & trust,9525.0,9700.0,Tue Feb 03 2015 02:30:00 GMT-0800 (PST),Fair Market
2009,CHRYSLER,Town And Country,LX,minivan,automatic,2a8hr44e29r552102,ca,37.0,95305.0,white,gray,v/m auto broker,5875.0,5700.0,Tue Dec 16 2014 12:30:00 GMT-0800 (PST),Fair Market
2013,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcg5dr678400,ca,41.0,61374.0,blue,black,dtg operations inc,11200.0,10800.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT),Fair Market
2012,FORD,F-350 Super Duty,Lariat,crew cab,automatic,1ft8w3bt5cec00793,tx,29.0,23569.0,black,beige,mac haik's southway ford,43200.0,38400.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),Great Deal
2001,FORD,Windstar,SE,minivan,automatic,2fmza52491ba68682,ga,24.0,154300.0,blue,gray,superior chevrolet,900.0,400.0,Thu May 28 2015 03:00:00 GMT-0700 (PDT),Fair Market
2013,FORD,F-150,FX4,supercrew,automatic,1ftfw1et1dkf77650,tx,43.0,90686.0,—,black,ford motor credit company llc,25000.0,28600.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT),Fair Market
2012,GMC,Terrain,SLT-2,suv,,2gkflxe50c6241751,pa,35.0,75583.0,black,black,enterprise vehicle exchange/wayne,18500.0,17100.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT),Good Price
2013,NISSAN,Altima,2.5,sedan,automatic,1n4al3ap9dn403384,ca,3.0,24185.0,black,black,california republic bank,14500.0,12900.0,Wed Dec 17 2014 12:30:00 GMT-0800 (PST),Great Deal
2014,CHRYSLER,Town And Country,Touring,minivan,,2c4rc1bg8er314409,va,4.0,29975.0,gray,black,chrysler group/hertz/pv holding/000gd,18550.0,18100.0,Thu Feb 26 2015 00:45:00 GMT-0800 (PST),Fair Market
2004,MERCURY,Mountaineer,Luxury,suv,automatic,4m2du66k54zj06005,oh,35.0,91464.0,silver,gray,credit acceptance corp/vrs/southfield,3600.0,3500.0,Thu Feb 19 2015 01:00:00 GMT-0800 (PST),Fair Market
2013,RAM,1500,Tradesman,crew cab,automatic,1c6rr7kt4ds545519,mi,42.0,23351.0,red,gray,chrysler capital,25000.0,25300.0,Thu Jan 15 2015 01:30:00 GMT-0800 (PST),Fair Market
2007,NISSAN,Quest,3.5 S,minivan,automatic,5n1bv28u97n142997,oh,34.0,91776.0,brown,tan,pauley motor car co preowned vehicles llc,4325.0,7000.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),Fair Market
2013,VOLKSWAGEN,Gti,Driver's Edition PZEV,hatchback,automatic,wvwhd7aj9dw071577,ca,4.0,30211.0,black,black,mckenna volks,15950.0,17000.0,Wed Feb 25 2015 04:30:00 GMT-0800 (PST),Fair Market
2007,GMC,Sierra 2500Hd Classic,SLT,extended cab,automatic,1gthk29d97e171132,il,19.0,168257.0,black,black,midtown motors,15200.0,14300.0,Tue Feb 10 2015 02:00:00 GMT-0800 (PST),Good Price
2012,NISSAN,Leaf,SL,hatchback,automatic,jn1az0cp2ct024132,fl,48.0,19835.0,white,gray,nissan-infiniti lt,7950.0,9100.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2003,VOLKSWAGEN,New Beetle,GLS,hatchback,automatic,3vwck21c13m441680,tx,15.0,92884.0,blue,tan,united acceptance,2350.0,800.0,Thu Jan 08 2015 06:00:00 GMT-0800 (PST),Great Deal
2012,FORD,Mustang,V6,coupe,automatic,1zvbp8am4c5264184,ca,26.0,33017.0,black,black,ford motor credit company llc pd,15600.0,13900.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST),Great Deal
2014,DODGE,Charger,SE,sedan,,2c3cdxbg8eh245527,va,39.0,18174.0,white,—,advance car rental inc,16550.0,16200.0,Thu Jul 02 2015 07:00:00 GMT-0700 (PDT),Fair Market
2008,NISSAN,Maxima,3.5 SE,sedan,automatic,1n4ba41ex8c822344,ma,19.0,79396.0,silver,black,capital one auto finance,7775.0,6000.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),Great Deal
2014,LINCOLN,Mkx,Base,suv,automatic,2lmdj8jk1ebl04361,tn,47.0,15032.0,—,tan,ford motor credit company,34800.0,36300.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST),Fair Market
2013,MAZDA,Mazda3,i Sport,sedan,automatic,jm1bl1u84d1709228,mi,42.0,51724.0,silver,gray,the hertz corporation,10200.0,9900.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2009,PONTIAC,G6,Base,sedan,automatic,1g2zg57b294199912,mi,22.0,136666.0,blue,tan,remarketing by ge/michigan schools & govt cu,3800.0,3800.0,Thu Feb 26 2015 01:30:00 GMT-0800 (PST),Fair Market
2010,CHRYSLER,Town And Country,Touring,minivan,,2a4rr5dx0ar186089,pa,38.0,86515.0,silver,gray,rjk auto brokers llc,8375.0,9500.0,Fri Jan 23 2015 01:15:00 GMT-0800 (PST),Fair Market
2013,LEXUS,Es 300H,Base,sedan,automatic,jthbw1gg2d2007055,ca,49.0,67060.0,white,black,newport lexus,25700.0,26750.0,Wed Jan 07 2015 12:15:00 GMT-0800 (PST),Fair Market
2003,PONTIAC,Grand Am,GT1,sedan,automatic,1g2nv52e53m595488,ny,,111167.0,black,—,carswell auto sales,1950.0,1600.0,Wed Dec 17 2014 09:30:00 GMT-0800 (PST),Fair Market
2013,TOYOTA,Corolla,LE,sedan,automatic,2t1bu4ee0dc936690,tx,31.0,42955.0,white,gray,avis corporation,11100.0,11000.0,Tue Dec 23 2014 10:10:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Altima,2.5 S,sedan,automatic,1n4al2ap0cc174467,il,3.0,36812.0,blue,beige,nissan-infiniti lt,11850.0,11000.0,Thu Jan 29 2015 02:00:00 GMT-0800 (PST),Good Price
2015,CHEVROLET,Malibu,LT,sedan,automatic,1g11d5sl3fu106174,fl,4.0,7692.0,silver,black,gm remarketing,17100.0,18900.0,Mon Jan 26 2015 05:00:00 GMT-0800 (PST),Fair Market
2012,FORD,Focus,SEL,hatchback,automatic,1fahp3m20cl405165,wi,22.0,60383.0,gray,blue,dtg operations inc,9150.0,9200.0,Wed Feb 04 2015 02:30:00 GMT-0800 (PST),Fair Market
2000,DODGE,Durango,4x2 v8,nan,automatic,1b4hr28z9yf245456,fl,,157192.0,gray,gray,l g auto sales,1150.0,750.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST),Fair Market
2007,LEXUS,Es 350,Base,sedan,automatic,jthbj46g272048498,ga,26.0,32351.0,gray,gray,jim ellis,13800.0,14000.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),Fair Market
2012,SUBARU,Legacy,2.5i,sedan,automatic,4s3bmca61c3015319,mi,45.0,29387.0,gray,black,jpmorgan chase bank n.a.,14150.0,16200.0,Thu Jan 08 2015 00:00:00 GMT-0800 (PST),Fair Market
2013,NISSAN,Leaf,S,hatchback,automatic,1n4az0cp4dc412869,ca,3.0,18906.0,gray,black,nissan-infiniti lt,8225.0,8200.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT),Fair Market
2003,HONDA,Cr-V,LX,suv,,jhlrd68433c015233,ca,23.0,181242.0,blue,black,credit acceptance corp/vrs/southfield,3075.0,3900.0,Thu Feb 19 2015 04:30:00 GMT-0800 (PST),Fair Market
2008,FORD,Edge,SE,suv,automatic,2fmdk36c38ba66062,nc,35.0,112916.0,gray,gray,atlantic coast remarketing inc/asf,7425.0,7000.0,Mon Jan 26 2015 01:30:00 GMT-0800 (PST),Fair Market
2011,FORD,F-150,Lariat,supercrew,automatic,1ftfw1et4bfd18012,mi,5.0,69867.0,white,black,stratford hyundai,25700.0,23500.0,Thu Feb 12 2015 01:30:00 GMT-0800 (PST),Great Deal
2012,VOLKSWAGEN,Passat,S PZEV,sedan,automatic,1vwap7a32cc092696,fl,46.0,27525.0,white,black,vw credit,11050.0,12000.0,Wed Jun 10 2015 02:40:00 GMT-0700 (PDT),Fair Market
2014,TOYOTA,Sienna,LE 7-Passenger Mobility Auto Access,minivan,automatic,5tdkk3dc1es447434,mn,37.0,38243.0,gray,gray,avis corporation,21300.0,21600.0,Wed Jan 14 2015 02:30:00 GMT-0800 (PST),Fair Market
2013,BUICK,Verano,Base,sedan,,1g4pp5sk5d4182861,nc,49.0,23813.0,white,gray,medlin buick gmc mazda,12900.0,13900.0,Tue Feb 17 2015 01:15:00 GMT-0800 (PST),Fair Market
2012,INFINITI,G Coupe,G37x,g coupe,automatic,jn1cv6el7cm473771,il,35.0,34824.0,black,black,nissan infiniti lt,21400.0,20500.0,Thu Jun 04 2015 03:00:00 GMT-0700 (PDT),Good Price
2015,KIA,Sorento,LX,suv,automatic,5xyktca61fg571472,oh,48.0,10216.0,gray,tan,kia motors america  inc,20900.0,20800.0,Tue Feb 17 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,FORD,Mustang,GT,coupe,automatic,1zvbp8cf7e5307160,mo,44.0,19751.0,red,black,budget rent a car/kansas city funding llc,23300.0,22500.0,Wed Jan 07 2015 10:30:00 GMT-0800 (PST),Good Price
2014,RAM,1500,R/T,regular cab,automatic,3c6jr6ct5eg254638,tx,43.0,18355.0,blue,black,music city autoplex llc,26800.0,26000.0,Wed Jun 17 2015 03:20:00 GMT-0700 (PDT),Good Price
2010,BMW,1 Series,128i,coupe,,wbaup9c53avl89310,ga,37.0,71066.0,black,beige,jim ellis,11550.0,12200.0,Wed Feb 04 2015 02:00:00 GMT-0800 (PST),Fair Market
2013,DODGE,Charger,SE,sedan,automatic,2c3cdxbg5dh636200,nj,25.0,53011.0,silver,black,the hertz corporation,13350.0,13000.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),Fair Market
2002,VOLVO,S80,T6,sedan,automatic,yv1ts91d421278856,mi,23.0,169102.0,gray,tan,jeffs motorcars inc,1175.0,2300.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),Fair Market
2006,CHEVROLET,Equinox,LT,suv,automatic,2cndl63f466121153,ca,31.0,156932.0,white,gray,wells fargo dealer services,3075.0,3100.0,Thu Feb 12 2015 04:00:00 GMT-0800 (PST),Fair Market
2001,CADILLAC,Seville,STS,sedan,automatic,1g6ky54901u203104,az,19.0,90111.0,white,tan,chapman corporate wholesale,1225.0,2400.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST),Fair Market
2008,BMW,X5,4.8i,suv,automatic,5uxfe83538l161940,ca,36.0,39351.0,black,black,high bid trading co inc,20300.0,22500.0,Wed Jan 21 2015 04:15:00 GMT-0800 (PST),Fair Market
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h78dr253456,il,48.0,22207.0,red,black,ford motor credit company llc,14450.0,14900.0,Tue Feb 10 2015 03:00:00 GMT-0800 (PST),Fair Market
2013,FORD,Edge,SEL,suv,automatic,2fmdk3jc1dbc11780,il,48.0,29571.0,gray,tan,ford motor credit company llc,22100.0,21400.0,Tue Jan 27 2015 03:00:00 GMT-0800 (PST),Good Price
2008,CHEVROLET,Cobalt,LS,sedan,automatic,1g1ak58fx87112272,nc,24.0,150955.0,blue,gray,remarketing of america,1675.0,1800.0,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT),Fair Market
2012,HYUNDAI,Tucson,GLS,suv,automatic,km8ju3ac9cu516062,ga,42.0,46742.0,black,brown,contemporary auto sales,14150.0,14200.0,Tue Jan 06 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,HYUNDAI,Elantra,GLS,sedan,automatic,5npdh4ae3dh160765,wa,48.0,20980.0,gold,tan,hyundai motor finance,11350.0,11900.0,Wed Jun 10 2015 05:30:00 GMT-0700 (PDT),Fair Market
2014,NISSAN,Rogue Select,S,suv,automatic,jn8as5mv7ew202912,pa,48.0,4430.0,blue,gray,nissan north america inc.,16450.0,15300.0,Fri Jun 05 2015 02:00:00 GMT-0700 (PDT),Good Price
2003,FORD,F-150,XL,regular cab,manual,1ftrf172x3nb56329,ca,19.0,203066.0,white,gray,valley kia,1625.0,1600.0,Thu Feb 05 2015 04:00:00 GMT-0800 (PST),Fair Market
2012,TOYOTA,Yaris,LE,hatchback,automatic,jtdktud32cd530804,co,25.0,53555.0,white,gray,the hertz corporation,8675.0,9300.0,Wed Mar 04 2015 03:45:00 GMT-0800 (PST),Fair Market
2009,CHEVROLET,Traverse,LT1,suv,automatic,1gnev23d39s153921,nc,38.0,94926.0,burgundy,black,terry inc,11350.0,12000.0,Tue Feb 03 2015 01:15:00 GMT-0800 (PST),Fair Market
2011,LEXUS,Rx 350,Base,suv,automatic,2t2zk1ba5bc043847,fl,39.0,57799.0,black,black,lexus financial services,23100.0,22100.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Good Price
2008,JEEP,Liberty,Sport,suv,automatic,1j8gn28k78w209917,tx,34.0,85083.0,black,gray,dt inventory,8300.0,6600.0,Tue Jan 13 2015 11:00:00 GMT-0800 (PST),Great Deal
2014,DODGE,Grand Caravan,SE,minivan,,2c4rdgbg1er370305,on,5.0,7.0,silver,black,chrysler canada inc,20700.0,18600.0,Tue Jan 27 2015 04:00:00 GMT-0800 (PST),Great Deal
2011,HONDA,Civic,LX,sedan,automatic,19xfa1f5xbe002185,fl,28.0,63108.0,gray,gray,d&a fine cars,9150.0,9000.0,Tue May 26 2015 02:20:00 GMT-0700 (PDT),Fair Market
2012,NISSAN,Sentra,2.0 SR,sedan,automatic,3n1ab6ap4cl778261,nj,32.0,33716.0,white,gray,nissan-infiniti lt,10650.0,10400.0,Wed Feb 18 2015 01:30:00 GMT-0800 (PST),Fair Market
